idp;xl93;yl93;dep;csa;uta1;uta2;tm2;plisi;elisi;sfo;gest;incid;peupnr;dc;dcespar1;dcespar2;tplant;tpespar1;tpespar2;dist;iti;pentexp;portance;asperite;esspre;cac;ess_age_1
757260;565234;6581870;87;1;0;;3;0;;3;1;0;0;0;;;0;;;0;0;0;1;0;02;09;
757275;778498;6398239;07;1;0;;3;1;61;3;2;0;0;0;;;0;;;0;0;1;1;0;09;15;
757287;686993;6209209;11;3;6;0;3;1;70;0;0;0;0;0;;;0;;;0;0;0;1;2;18;AA;
757291;697907;6319000;12;1;6;0;3;1;200;4;0;0;0;0;;;0;;;1;2;1;2;0;18;09;
757295;860271;6731261;52;1;0;;3;1;4;1;2;0;0;0;;;0;;;2;1;0;1;0;09;13;
757326;971566;6890199;57;1;0;;3;0;;1;2;0;1;0;;;0;;;1;1;0;1;0;17;NR;
757327;565618;6388041;46;1;0;;3;0;;1;2;0;0;9;;;0;;;1;1;0;2;0;05;13;
757331;598213;6941349;76;1;0;;3;1;270;1;2;0;0;0;;;0;;;0;0;0;1;0;62;09;
757370;603230;7063247;62;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;1;0;51;11;
757378;552644;6749848;41;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;1;0;03;13;
757427;819109;6591721;71;1;0;;3;0;;3;2;0;0;0;;;0;;;2;1;1;1;0;03;14;
757441;625016;6203736;11;1;0;;3;0;;2;0;0;0;0;;;0;;;1;1;0;1;0;03;12;
757448;837554;6645520;71;1;0;;3;0;;3;2;0;0;0;;;0;;;2;1;0;1;0;03;13;
757462;901765;6443143;38;1;0;;3;1;350;1;1;0;0;0;;;0;;;0;0;2;1;0;62;09;
757470;567000;6314103;82;1;0;;2;1;357;1;2;0;0;9;;;0;;;0;0;0;1;0;05;12;
757488;600064;6325815;81;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;2;1;0;03;18;
757491;765720;6893963;51;1;0;;3;0;;3;1;0;0;0;;;0;;;2;1;0;1;0;24;11;
757500;844413;6395680;26;1;0;;3;0;;3;2;0;0;0;;;0;;;2;1;1;2;0;05;12;
757550;429282;6331228;40;1;0;;3;0;;1;0;1;0;0;;;0;;;2;2;0;1;0;02;16;
757571;599516;6379766;46;1;0;;3;0;;4;0;0;0;0;;;0;;;0;0;1;2;0;05;11;
757573;1221199;6072762;2A;1;0;6;3;0;;3;0;0;0;0;;;0;;;1;1;0;2;0;08;12;
757576;632705;6167712;66;1;0;;3;0;;1;0;0;0;0;;;0;;;2;2;3;1;1;58;10;
757599;830979;6577631;69;1;0;;3;0;;1;2;0;1;4;64;;P;64;;0;0;1;2;0;10;NR;
757629;1011407;6298341;06;3;0;6;3;0;;0;0;0;0;0;;;0;;;2;2;0;2;1;05;NR;
757643;714126;6346835;12;1;0;;3;2;4;3;0;0;0;0;;;0;;;0;0;3;2;1;05;13;
757645;616736;6527486;23;1;0;;3;0;;1;2;0;1;4;64;;P;64;;1;1;0;1;0;64;NR;
757655;1014773;6801880;68;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;2;1;0;61;15;
757656;280885;6756079;56;1;0;;3;0;;4;2;0;0;0;;;0;;;0;0;0;1;0;03;09;
757681;519848;6410400;24;1;0;;3;1;375;3;1;0;0;0;;;0;;;0;0;0;1;0;05;11;
757689;879920;6924969;54;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;2;1;0;11;12;
757702;539718;6877872;27;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;1;0;03;14;
757716;878805;6795058;52;1;0;;3;0;;3;2;0;0;8;;;0;;;0;0;0;1;0;11;12;
757726;995886;6698117;25;1;0;;2;1;280;1;2;1;0;9;;;0;;;0;0;0;1;0;62;14;
757743;618116;6453540;19;1;0;;3;0;;1;2;0;0;9;;;0;;;2;1;1;2;1;09;14;
757776;418649;6738964;49;1;0;;2;1;316;1;2;0;0;0;;;P;04;;0;0;0;2;0;04;06;
757779;577739;6403924;46;1;0;;3;1;254;4;2;0;0;0;;;0;;;1;2;2;2;0;05;09;
757831;650429;6375343;12;1;0;;3;1;190;3;0;0;0;0;;;0;;;1;2;1;2;0;05;13;
757839;1048939;6823568;67;1;0;2;3;0;;1;1;0;0;0;;;0;;;0;0;0;1;0;17;12;
757851;468924;6534709;16;1;0;;3;1;215;3;0;0;0;0;;;0;;;0;0;0;1;0;05;09;
757861;831404;6861422;51;1;0;;3;0;;3;2;0;1;0;;;P;02;;2;1;0;1;0;02;NR;
757903;357796;6629545;85;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;1;0;10;11;
757914;714571;6754485;89;1;0;;3;0;;3;2;1;0;9;;;0;;;1;1;0;2;0;02;15;
757927;546029;6915798;76;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;0;1;0;09;18;
757946;535787;6885900;27;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;62;10;
757953;822640;6419843;07;1;0;;3;0;;3;0;0;0;0;;;0;;;0;0;4;;;10;09;
757956;787681;6655937;71;1;0;;3;0;;3;1;0;0;0;;;0;;;2;1;1;1;0;03;10;
757981;724732;6774386;89;1;0;;3;0;;1;1;1;0;0;;;0;;;1;1;0;1;0;52;11;
758004;445330;6339087;40;1;0;;3;0;;1;2;0;1;0;;;P;51;;1;1;0;1;0;51;NR;
758025;887933;6461245;38;1;0;;3;0;;3;1;0;0;0;;;0;;;0;0;3;1;0;03;05;
758032;700312;6722628;89;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;1;0;03;13;
758051;469403;6350877;47;1;0;;3;0;;1;2;0;0;8;;;S;51;;3;1;0;1;0;51;07;
758060;821874;6329937;30;1;0;;3;0;;1;0;0;0;0;;;0;;;0;0;0;1;0;51;07;
758066;575927;6905555;27;1;0;;3;0;;3;2;0;1;4;52;12V;0;;;0;0;0;2;0;12;NR;
758070;397841;6395423;33;1;0;;3;0;;1;2;0;2;3;51;;0;;;1;1;0;1;0;02;NR;
758077;802191;6951621;08;1;0;;3;0;;1;2;0;0;8;;;0;;;1;1;0;1;0;17;13;
758087;522476;6486308;24;1;0;;3;0;;3;0;0;0;0;;;0;;;0;0;0;1;0;02;12;
758095;958573;6774385;88;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;1;0;62;10;
758112;992193;6502309;73;1;0;;3;0;;2;2;0;0;8;;;0;;;0;0;4;;;62;10;
758118;606746;6527569;23;1;0;;3;0;;1;2;0;0;8;;;P;61;62;1;1;1;1;0;61;10;
758151;500613;6500477;16;1;0;;3;1;140;3;2;0;0;0;;;0;;;1;1;0;1;0;05;11;
758160;367463;6345721;40;1;0;;3;0;;1;2;0;0;8;;;S;51;;0;0;0;1;0;51;06;
758176;844157;6365711;26;1;0;;3;0;;3;0;0;0;0;;;0;;;0;0;1;2;0;05;12;
758216;591574;6385826;46;1;0;6;3;0;;1;0;0;0;0;;;0;;;0;0;0;1;0;05;13;
758218;623261;6829205;75;1;0;;3;1;370;3;2;0;0;0;;;0;;;0;0;0;1;0;03;15;
758223;993690;6905998;57;1;0;;3;1;55;1;1;0;0;0;;;P;52;13B;0;0;0;2;0;52;05;
758242;662425;6495131;63;1;0;;3;0;;1;2;0;0;0;;;0;;;2;1;2;1;0;61;15;
758244;665565;6630990;18;1;0;;3;0;;1;2;0;0;9;;;0;;;2;1;0;1;0;02;13;
758246;565868;6418010;24;1;0;;3;0;;0;2;0;2;3;10;11;0;;;0;0;2;1;0;10;NR;
758272;366645;6245832;64;3;6;0;3;0;;0;1;0;0;0;;;0;;;1;1;2;1;0;05;10;
758280;1015467;6881823;57;1;0;;3;0;;1;2;0;0;0;;;0;;;3;1;2;2;0;09;07;
758281;470575;6734539;72;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;51;07;
758323;553913;6422106;24;1;0;;3;0;;3;1;0;0;0;;;0;;;0;0;1;1;0;10;12;
758332;282933;6762058;56;1;0;;3;1;190;3;0;0;0;0;;;0;;;0;0;1;1;0;51;08;
758335;966165;6380648;04;3;0;6;3;0;;0;0;0;0;0;;;0;;;1;2;2;1;1;52;07;
758360;959760;6680443;25;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;61;11;
758366;883920;6459281;38;1;0;;3;0;;4;2;0;0;0;;;0;;;1;1;1;1;0;10;05;
758376;167280;6794969;29;1;0;;3;1;250;1;1;0;0;0;;;0;;;0;0;2;1;1;51;10;
758377;900595;6423172;38;1;0;;3;0;;2;2;0;0;8;;;0;;;1;1;3;1;2;61;11;
758395;948149;6724511;70;1;0;;3;2;283;3;2;0;0;8;;;0;;;0;0;0;2;0;11;13;
758402;615900;6427583;46;1;0;6;3;1;143;1;1;0;0;0;;;0;;;0;0;2;1;0;10;14;
758411;376383;6947179;50;1;0;;3;1;367;1;2;0;0;0;;;0;;;1;1;2;1;0;02;14;
758415;692059;6454918;15;1;0;;3;0;;1;2;0;0;8;;;P;62;61;0;0;0;1;0;62;08;
758417;792895;6563967;42;1;6;0;3;1;120;3;1;0;0;0;;;0;;;0;0;0;2;0;03;12;
758418;261711;6856167;22;1;0;;3;0;;1;2;0;0;0;;;P;61;;0;0;0;1;0;61;09;
758447;653939;6317372;81;1;0;;3;0;;3;0;0;0;0;;;0;;;1;1;4;;;05;13;
758468;388097;6425474;33;1;0;;3;0;;1;2;0;0;0;;;0;;;2;1;0;1;0;51;11;
758477;468759;6514728;16;1;0;;3;1;50;4;0;0;0;0;;;0;;;0;0;0;1;0;05;10;
758518;916467;6758759;70;1;0;;3;0;;3;1;0;0;0;;;0;;;0;0;1;1;0;14;08;
758537;541156;6570080;87;1;0;;3;1;97;1;1;0;0;0;;;0;;;0;0;1;1;0;11;12;
758545;565086;6204236;09;1;0;;3;0;;3;1;3;0;0;;;0;;;2;1;4;;;09;13;
758550;993849;6578230;74;1;0;;3;0;;2;2;0;0;0;;;0;;;3;2;4;;;61;15;
758561;526655;6508254;87;1;0;;3;1;292;4;0;0;0;0;;;0;;;0;0;0;0;0;25;07;
758564;907913;6461074;38;1;0;;3;1;205;1;2;0;0;0;;;I;15P;;1;1;1;1;0;15;10;
758567;386296;6693263;49;1;0;;3;2;330;1;2;0;0;0;;;0;;;0;0;0;1;0;02;13;
758570;564352;6715774;41;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;1;0;02;13;
758576;435259;6329180;40;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;2;0;51;02;
758587;504190;6208737;65;1;0;;3;0;;1;1;0;0;0;;;0;;;2;1;1;1;0;02;13;
758591;697082;6576769;03;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;1;1;0;03;16;
758592;589601;6867463;28;1;0;;3;0;;1;2;0;0;8;;;0;;;1;1;0;1;0;03;13;
758609;325601;6847653;35;1;0;;3;0;;1;2;0;0;0;;;P;73;68TH;1;2;0;1;0;73;08;
758611;492588;6496547;16;1;0;;3;0;;4;2;0;0;0;;;0;;;0;0;1;1;0;10;05;
758621;879998;6701114;21;1;0;;3;1;38;1;2;0;0;0;;;0;;;1;1;0;1;0;11;13;
758636;992304;6746113;90;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;2;1;0;09;06;
758650;609713;6643449;36;1;0;;3;0;;3;1;0;0;0;;;0;;;2;1;0;0;0;17;07;
758657;461379;6346947;47;1;0;;3;0;;1;2;0;1;0;;;P;51;;2;1;0;1;0;51;NR;
758674;717972;6920353;02;1;0;;3;1;203;4;2;0;1;3;02;17C;0;;;0;0;0;1;0;18;NR;
758698;992564;6776090;88;1;0;;3;0;;1;2;0;0;8;;;0;;;1;1;0;2;0;62;10;
758699;872651;6543304;01;1;0;;3;0;;3;1;0;0;0;;;0;;;1;1;0;1;0;03;14;
758733;462204;6446843;33;1;0;;3;2;232;3;2;0;0;8;;;0;;;0;0;0;1;0;02;11;
758749;584466;6491787;19;1;0;;3;0;;2;2;0;0;0;;;0;;;0;0;0;1;0;10;13;
758756;902644;6429149;38;1;0;;3;0;;1;2;0;0;9;;;0;;;2;1;2;1;1;61;15;
758786;737912;6442541;43;1;0;;3;0;;3;0;0;0;0;;;0;;;0;0;2;1;1;02;13;
758788;828158;6949400;08;1;0;;3;0;;1;2;0;0;0;;;P;64;;0;0;0;2;0;64;04;
758791;612435;6371666;12;1;0;6;2;1;370;3;1;0;0;0;;;0;;;0;0;0;2;0;21;16;
758836;812650;6419928;07;1;0;;3;0;;1;1;0;0;0;;;0;;;0;0;3;2;1;52;13;
758848;904672;6549024;01;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;1;0;09;16;
758855;589268;6827491;28;1;0;;3;1;130;3;2;0;0;0;;;0;;;1;1;0;1;0;03;12;
758863;676585;6159352;66;1;0;;3;0;;2;1;0;0;0;;;0;;;1;1;3;1;0;08;10;
758903;630489;6499395;19;1;0;;3;0;;1;2;0;0;0;;;P;64;;1;1;0;2;0;64;04;
758909;972320;6746286;70;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;2;1;0;62;13;
758918;818627;6417879;07;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;2;2;1;52;10;
758922;689956;6916592;60;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;1;0;09;08;
758927;624221;6705281;41;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;2;0;12;AA;
758933;697141;6820589;77;1;0;;3;0;;1;2;0;0;8;;;0;;;1;1;0;1;0;03;15;
758964;639987;6917013;60;1;0;;3;0;;3;0;0;0;0;;;P;19;;1;1;0;1;0;13;04;
758965;539994;6430214;24;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;1;1;0;10;14;
758971;898374;6397216;26;1;0;;3;0;;3;0;0;0;0;;;0;;;1;1;4;;;54;12;
758978;376552;6479519;33;1;0;;3;0;;1;2;0;0;0;;;S;51;;3;1;0;2;0;51;05;
758990;1001505;6308416;06;1;0;;3;0;;2;1;1;0;0;;;0;;;3;2;3;1;1;52;17;
759000;510272;6460433;24;1;0;;3;0;;3;0;0;0;0;;;0;;;1;2;0;1;0;10;11;
759013;1033576;6895657;57;1;0;;3;2;168;1;2;0;0;8;;;0;;;0;0;0;2;0;52;15;
759016;717740;6656530;58;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;1;0;11;09;
759028;511041;6794163;72;1;0;;3;0;;1;1;0;0;0;;;0;;;0;0;0;1;0;02;13;
759029;634502;6501360;19;1;0;;3;0;;1;2;0;0;0;;;P;64;;2;1;1;1;0;64;05;
759038;675022;6804786;77;1;0;;3;0;;3;1;0;0;0;;;0;;;1;1;0;1;0;03;12;
759041;810742;6547829;69;1;0;;3;0;;1;2;0;0;0;;;P;64;;1;1;1;2;0;64;07;
759045;901958;6349233;26;1;0;;3;0;;1;1;0;0;0;;;0;;;1;2;2;1;0;52;08;
759053;370083;6421626;33;1;0;;3;0;;3;2;0;0;0;;;S;51;;2;1;0;2;0;02;04;
759066;977773;6336592;04;1;0;8;3;0;;1;0;0;0;0;;;0;;;2;2;4;;;54;13;
759068;397027;6783112;35;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;03;14;
759101;982485;6766184;88;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;2;1;1;61;07;
759111;524799;6766068;72;1;0;;3;2;318;3;2;0;0;9;;;0;;;0;0;0;2;0;10;05;
759112;868661;6427442;26;1;0;;3;0;;3;0;0;0;0;;;0;;;1;1;3;1;0;05;09;
759122;561471;6609879;36;1;0;;3;0;;1;1;0;0;0;;;0;;;1;1;0;1;0;02;12;
759126;944566;6772507;88;1;0;6;3;1;313;1;2;0;0;0;;;0;;;1;1;1;1;0;03;12;
759132;785802;6669942;71;1;0;;3;0;;1;2;0;0;0;;;P;64;;0;0;0;1;0;64;08;
759137;844072;6355722;26;1;0;;2;0;;3;1;0;0;0;;;0;;;0;0;1;1;0;17;10;
759145;427563;6365208;33;1;0;;3;0;;1;2;0;0;0;;;P;51;;1;1;0;2;0;51;03;
759168;735317;6844251;51;1;0;;3;0;;3;1;0;0;0;;;0;;;0;0;0;1;0;12;07;
759181;810827;6557820;69;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;2;1;0;61;11;
759183;553393;6839782;28;1;0;;3;0;;3;2;0;0;9;;;0;;;0;0;0;1;0;03;13;
759192;955401;6290833;83;1;0;;3;0;;4;1;0;0;0;;;0;;;1;1;0;1;0;52;06;
759193;624929;6551397;23;1;0;;3;0;;1;2;0;0;0;;;P;74J;;1;1;0;1;0;74;03;
759195;615817;6417593;46;1;0;;3;0;;3;1;0;0;0;;;0;;;2;1;3;1;0;03;13;
759223;518298;6464363;24;1;0;;3;0;;3;2;0;0;9;;;0;;;1;1;0;1;0;10;14;
759233;409801;6635114;85;1;0;;3;0;;4;2;0;0;9;;;0;;;0;0;0;1;0;10;04;
759253;1215928;6154712;2B;1;0;;3;0;;4;0;0;0;0;;;0;;;0;0;2;1;2;06;07;
759256;734322;6490528;63;1;0;;3;0;;1;2;0;0;0;;;I;64;;0;0;0;1;0;64;10;
759261;671543;6628941;18;1;0;;3;0;;3;2;0;0;9;;;0;;;2;1;0;2;0;02;14;
759263;1000593;6780017;68;1;0;;3;0;;1;1;0;0;0;;;0;;;0;0;4;;;09;19;
759291;984622;6782154;88;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;2;0;62;12;
759296;941983;6472770;38;1;0;;3;0;;2;2;1;0;9;;;0;;;1;1;3;1;2;62;15;
759306;429373;6584993;79;1;0;;3;1;37;1;0;0;0;0;;;0;;;0;0;0;1;0;17;12;
759311;639809;6419390;15;1;0;;3;0;;4;2;0;1;0;;;0;;;0;0;1;2;0;02;NR;
759327;347158;6305928;40;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;1;2;0;51;10;
759328;536369;6234442;31;1;0;;3;0;;3;1;0;0;0;;;0;;;0;0;2;1;0;10;10;
759334;634045;6685214;18;1;0;;3;0;;1;2;0;0;0;;;P;02;;0;0;0;2;0;02;05;
759338;504129;6442500;24;1;0;;3;0;;3;1;0;0;0;;;0;;;0;0;0;1;0;07;12;
759347;534902;6298387;32;1;0;;3;0;;2;0;0;0;0;;;0;;;1;1;1;1;0;05;09;
759348;939881;6924452;57;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;03;17;
759355;554360;6715857;41;1;0;;3;1;83;3;1;0;0;0;;;0;;;1;1;0;2;0;03;05;
759368;866759;6555344;01;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;1;0;02;12;
759379;417991;6659028;79;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;1;0;02;12;
759486;760534;6518282;42;1;0;;3;0;;1;2;0;0;8;;;0;;;1;1;1;1;1;61;12;
759511;1063382;6875410;67;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;2;0;02;05;
759512;841994;6697442;21;1;0;;3;0;;3;1;0;0;0;;;0;;;0;0;0;1;0;02;16;
759522;755624;6292539;34;1;0;;3;0;;4;2;0;1;0;;;0;;;0;0;0;2;1;06;NR;
759534;892125;6716998;70;1;0;;3;0;;1;2;0;1;4;19;12V;P;22M;;1;1;0;1;0;22;NR;
759536;438942;6291189;32;1;0;;3;1;155;1;1;0;0;0;;;0;;;1;1;0;1;0;17;09;
759545;788361;6735872;89;1;0;;3;1;340;3;1;0;0;0;;;0;;;0;0;0;2;0;03;12;
759547;811593;6647740;71;1;0;;3;0;;1;2;0;0;0;;;0;;;2;1;0;1;0;03;13;
759552;516474;6244596;31;1;0;;3;0;;1;0;0;0;0;;;0;;;1;1;1;1;0;14;AA;
759562;909729;6904724;54;1;0;;3;2;67;1;2;0;0;0;;;0;;;0;0;0;2;0;03;15;
759577;427004;6782865;53;1;0;;3;1;317;1;2;0;0;0;;;P;03;11;0;0;0;1;0;03;04;
759585;524242;6939965;76;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;2;2;0;03;11;
759587;801951;6453987;43;1;0;;3;1;187;1;1;1;0;0;;;P;62;;0;0;0;1;0;62;10;
759618;566533;6497931;87;1;0;;2;1;358;3;2;0;0;0;;;0;;;0;0;0;2;0;10;06;
759620;708930;6796505;89;1;0;;3;1;245;3;1;0;0;0;;;0;;;0;0;0;1;0;02;13;
759623;920383;6516916;73;1;0;8;3;0;;3;0;0;0;0;;;0;;;2;1;2;1;0;03;12;
759625;652937;6555159;23;1;0;6;2;1;296;1;1;0;0;0;;;0;;;1;1;0;1;0;02;14;
759637;913719;6439044;38;1;0;;3;0;;2;0;1;0;0;;;0;;;2;1;3;1;1;62;13;
759647;760773;6782075;10;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;1;0;03;14;
759650;1005604;6320368;04;1;0;;2;1;165;4;2;0;1;3;05;;0;;;0;0;2;1;1;05;NR;
759660;990427;6760120;88;1;0;;3;0;;1;2;0;0;8;;;0;;;2;1;0;2;0;09;15;
759670;575976;6671710;36;1;0;;3;0;;1;1;0;0;0;;;S;51;;2;1;0;1;0;51;04;
759671;982658;6786169;88;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;1;1;0;09;14;
759676;1017729;6336247;06;1;0;;3;0;;2;0;0;0;0;;;0;;;0;0;4;;;61;13;
759678;1038772;6803670;67;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;0;1;0;17;11;
759682;700124;6344955;12;1;6;0;3;0;;3;1;0;0;0;;;0;;;0;0;1;2;0;05;14;
759706;807750;6665759;21;1;0;;3;0;;1;2;0;0;0;;;P;64;;0;0;2;1;0;64;05;
759713;846265;6495571;38;3;X;;2;0;;0;;0;0;0;;;0;;;0;0;1;2;0;14;NR;
759737;805964;6455951;43;1;0;;2;1;270;1;2;0;0;0;;;P;61;62;0;0;0;1;0;61;11;
759739;903986;6469100;38;1;0;;3;0;;1;0;0;0;0;;;0;;;4;2;3;0;1;17;13;
759742;526432;6722085;37;1;0;;3;0;;3;2;0;0;0;;;0;;;2;1;0;1;0;51;09;
759781;635422;6253594;11;1;0;6;3;0;;3;1;0;0;0;;;0;;;0;0;0;1;0;02;09;
759793;705676;6884478;77;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;1;0;11;12;
759795;367299;6325743;40;1;0;;3;0;;1;2;0;2;3;51;;0;;;2;1;0;1;0;;NR;
759802;960862;6576516;74;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;1;1;0;61;12;
759810;740588;6404555;48;1;0;;3;0;;3;2;0;0;9;;;0;;;0;0;0;1;0;09;10;
759820;814699;6425905;07;1;0;;3;2;108;1;1;0;0;0;;;0;;;0;0;2;2;1;17;15;
759835;573110;6208164;09;1;0;;3;0;;3;2;0;0;8;;;0;;;1;1;2;1;0;09;16;
759855;561490;6252214;31;1;0;8;3;1;202;2;0;0;0;0;;;0;;;2;1;0;1;0;29;05;
759868;420600;6247387;64;1;0;;3;1;170;1;2;0;0;9;;;0;;;0;0;0;1;0;02;12;
759873;943105;6254977;83;3;0;;3;0;;0;0;0;1;0;;;0;;;1;2;3;2;1;57;NR;
759900;758603;6408398;48;1;6;0;3;1;324;1;2;0;0;0;;;0;;;0;0;0;1;0;52;13;
759954;811082;6587792;71;1;0;;3;1;77;1;2;0;0;0;;;P;64;;1;1;1;2;0;64;05;
759961;938504;6416852;05;1;0;;3;0;;4;0;0;0;0;;;0;;;3;2;4;;;09;12;
759964;937315;6510776;73;1;0;;3;0;;1;2;0;0;0;;;0;;;2;1;3;1;0;09;14;
759965;741550;6872181;02;1;0;;3;0;;3;2;0;0;8;;;0;;;0;0;0;1;0;11;19;
759967;855744;6669346;21;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;02;19;
759973;826792;6789507;10;1;0;;3;0;;3;2;0;0;9;;;0;;;1;1;0;1;0;09;10;
759974;434620;6736834;49;3;0;;2;1;35;0;0;0;0;0;;;0;;;1;1;0;1;0;02;AA;
760010;704410;6734585;89;1;0;;3;1;105;3;1;0;0;0;;;0;;;3;1;0;2;0;11;15;
760012;748038;6930093;02;1;0;;3;0;;3;1;0;0;0;;;0;;;0;0;0;1;0;12;09;
760013;838607;6417708;07;1;0;;3;0;;3;0;0;0;0;;;0;;;2;1;4;;;06;11;
760021;716705;6770456;89;1;0;;3;0;;3;2;0;0;8;;;0;;;1;1;0;1;0;03;14;
760033;696973;6800603;77;1;0;;3;0;;3;2;0;0;8;;;0;;;1;1;0;1;0;03;10;
760052;546802;6528069;87;1;0;;3;0;;3;0;0;0;0;;;0;;;1;1;0;1;0;10;11;
760062;437882;6405084;33;1;0;;3;1;30;3;2;0;0;0;;;0;;;1;1;0;1;0;11;10;
760076;630786;6773179;45;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;0;2;0;03;18;
760096;780038;6344279;30;1;0;;3;0;;3;1;0;0;0;;;0;;;2;2;2;1;0;51;10;
760099;985980;6708196;25;1;0;;3;0;;3;2;0;0;0;;;0;;;2;1;1;1;0;09;14;
760123;494159;6686379;37;1;0;;3;0;;3;1;0;0;0;;;0;;;0;0;0;2;0;02;13;
760133;553974;6909735;76;1;0;;3;1;300;3;2;0;0;8;;;0;;;0;0;0;1;0;03;10;
760135;910155;6373139;05;1;0;;3;0;;1;0;0;0;0;;;0;;;2;2;2;1;0;52;09;
760141;936970;6470815;38;1;0;;3;0;;1;2;1;0;8;;;0;;;0;0;3;1;1;61;12;
760162;841739;6901310;51;1;0;;3;0;;1;2;0;0;8;;;P;64;;2;1;1;1;0;64;06;
760179;433047;6303225;40;1;0;;2;1;80;1;2;0;0;8;;;0;;;0;0;0;1;0;02;13;
760192;880169;6721098;21;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;1;0;17;13;
760197;719768;6896352;02;1;0;;3;1;232;4;1;0;0;0;;;0;;;0;0;0;2;0;14;04;
760204;372619;6731348;44;1;0;;3;0;;3;0;0;0;0;;;0;;;0;0;1;1;0;02;11;
760211;828787;6437773;07;1;0;;3;1;55;3;0;0;0;0;;;0;;;0;0;1;2;0;05;07;
760218;719704;6652516;58;1;0;;3;0;;3;1;0;0;0;;;0;;;1;1;0;1;0;03;15;
760222;1012462;6765924;68;1;0;;3;0;;3;2;0;0;8;;;0;;;1;1;2;1;0;15;12;
760237;778709;6775927;10;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;03;14;
760250;610841;7017205;80;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;0;1;0;02;12;
760259;968479;6764307;70;1;0;;3;0;;1;2;0;0;0;;;P;62;;0;0;1;1;0;62;09;
760268;944997;6474742;38;1;0;;3;0;;1;2;0;0;9;;;0;;;2;1;2;1;2;62;12;
760272;832344;6737496;21;1;0;;3;1;90;3;2;0;0;8;;;0;;;0;0;0;2;0;02;11;
760304;993503;6538266;74;3;0;;3;0;;0;2;0;0;9;;;0;;;3;2;1;2;0;63;09;
760307;701914;6912494;02;1;0;;3;0;;1;2;0;0;0;;;P;10;;1;1;0;1;0;10;10;
760315;846862;6565505;01;1;0;;3;0;;1;2;0;0;8;;;P;03;04;1;1;0;1;0;03;05;
760330;765140;6590181;03;1;0;;3;1;351;3;1;0;0;0;;;0;;;1;1;0;1;0;02;14;
760349;643866;6307467;81;1;0;;3;1;178;3;1;0;0;0;;;0;;;0;0;2;1;0;02;06;
760352;812961;6573788;69;1;0;;3;0;;2;2;0;0;0;;;0;;;1;1;2;2;0;61;10;
760362;782629;7001762;59;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;0;1;0;03;17;
760367;630572;6509386;19;3;0;;3;0;;0;0;0;0;0;;;0;;;0;0;0;1;0;12;NR;
760387;820392;6507781;69;2;0;;1;1;190;3;1;0;0;0;;;0;;;0;0;1;1;0;02;07;
