idp;a;espar;ori;veget;datemort;c13;v;w
709148;4;51;1;5;1;118;0.951;14.14
709196;10;10;0;5;1;26;0.015;88.42
709196;12;10;0;5;1;33;0.036;88.41
709196;16;10;0;5;1;46;0.090;88.41
709196;17;10;0;5;1;30;0.026;88.41
709196;19;10;1;5;1;24;0.011;88.42
709223;7;52;1;5;1;42;0.051;88.41
709223;11;52;1;C;1;41;0.048;88.41
709223;12;25D;1;5;1;24;0.014;88.42
709268;5;22M;1;C;2;130;1.036;14.14
709268;8;14;1;5;2;28;0.023;88.41
709268;9;14;1;5;2;49;0.123;88.40
709268;11;02;1;5;2;57;0.158;88.40
709268;12;02;1;5;2;83;0.395;39.29
709317;2;05;1;5;2;24;0.013;88.42
709399;1;11;0;5;1;29;0.025;88.41
709399;10;11;0;5;1;38;0.056;88.41
709400;13;02;1;5;2;100;0.684;39.29
709487;5;52;1;C;2;135;1.013;14.14
709502;12;31;0;5;1;36;0.034;88.41
709524;11;10;1;5;2;41;0.067;88.41
709524;13;49AM;1;5;2;24;0.010;88.42
709526;11;02;1;5;2;28;0.019;88.41
709605;7;23AB;0;5;1;36;0.035;88.41
709633;1;25M;0;5;1;35;0.037;88.41
709642;10;09;1;C;1;36;0.044;88.41
709642;13;09;1;5;2;30;0.024;88.41
709642;15;09;1;5;2;32;0.030;88.41
709643;3;12V;0;5;2;55;0.163;88.40
709643;7;49AM;0;5;1;24;0.011;88.42
709643;10;12V;1;C;2;83;0.426;39.29
709661;11;21C;1;5;2;38;0.054;88.41
709670;1;62;1;5;2;25;0.010;88.42
709693;4;25C;0;5;1;28;0.021;88.41
709693;6;24;0;5;1;25;0.017;88.42
709693;10;25C;0;A;;33;0.032;88.41
709693;14;25C;0;A;;25;0.015;88.42
709693;15;25C;0;A;;34;0.034;88.41
709693;16;25C;0;A;;49;0.082;88.40
709698;4;05;0;5;1;26;0.015;88.42
709698;6;05;0;5;2;26;0.015;88.42
709724;13;09;0;C;2;33;0.030;88.41
709724;14;23AB;0;5;2;24;0.012;88.42
709724;15;23AB;0;5;2;44;0.058;88.41
709775;27;40;0;5;1;28;0.016;88.41
709775;28;40;0;5;1;29;0.017;88.41
709775;30;40;0;5;1;27;0.015;88.41
709778;7;10;0;5;2;39;0.060;169.16
709778;9;10;0;C;2;33;0.035;160.81
709790;4;10;0;5;2;26;0.015;88.42
709875;6;21C;0;5;1;36;0.037;88.41
709928;3;05;0;5;2;30;0.025;88.41
709928;16;03;0;5;2;34;0.045;88.41
709962;6;05;1;A;;31;0.028;88.41
709962;7;05;1;A;;30;0.025;88.41
709962;8;05;1;A;;36;0.043;88.41
709968;6;02;0;5;1;24;0.010;88.42
709968;7;05;0;5;1;33;0.031;88.41
709968;12;03;0;5;1;24;0.011;88.42
709968;13;03;0;5;1;45;0.097;88.41
709968;18;02;0;5;1;27;0.017;88.41
709976;5;62;1;5;1;35;0.045;88.41
709976;6;54;1;5;2;119;0.918;14.14
709976;21;62;1;5;2;28;0.021;88.41
709997;2;53CO;1;5;2;26;0.017;88.42
710029;4;09;0;C;2;26;0.014;88.42
710029;9;12V;0;C;1;27;0.016;88.41
710050;4;03;0;5;1;24;0.010;88.42
710050;8;53CO;1;5;1;84;0.409;39.29
710091;11;10;0;5;1;118;0.797;24.92
710091;15;10;0;5;2;53;0.137;133.48
710105;17;05;0;5;2;41;0.052;88.41
710229;4;10;0;5;2;26;0.012;88.42
710229;7;10;1;5;2;275;2.903;14.14
710229;15;10;1;5;2;288;3.093;15.10
710258;11;11;0;C;2;66;0.217;88.39
710258;12;11;0;C;2;51;0.119;88.40
710285;3;19;1;5;2;85;0.579;39.29
710285;4;19;1;5;2;110;1.048;39.28
710285;6;19;1;5;2;74;0.416;39.29
710285;11;19;1;5;2;85;0.579;39.29
710388;6;14;0;5;1;26;0.017;88.42
710388;24;10;0;5;2;41;0.067;88.41
710485;7;61;1;C;2;106;0.861;39.28
710485;13;61;1;C;2;126;1.325;14.14
710485;15;61;1;C;2;31;0.026;88.41
710485;24;61;1;C;2;122;1.223;14.14
710495;11;49AM;0;5;2;28;0.015;88.41
710495;12;49AM;0;5;2;30;0.018;88.41
710504;12;25C;0;5;2;50;0.086;88.40
710504;13;25C;0;5;2;28;0.021;88.41
710504;14;25C;0;5;2;26;0.017;88.42
710531;11;24;1;A;;79;0.444;39.29
710546;1;52;1;5;1;64;0.206;88.39
710600;1;02;1;5;2;65;0.249;88.39
710616;11;02;0;5;1;29;0.022;88.41
710616;13;02;0;5;1;33;0.036;88.41
710616;20;02;0;5;1;26;0.013;88.42
710655;15;05;0;5;2;26;0.015;88.42
710655;18;05;0;5;2;28;0.019;88.41
710689;21;21O;0;5;2;24;0.009;88.42
710736;2;52;1;C;2;93;0.391;39.29
710744;3;03;1;5;1;32;0.037;88.41
710767;3;13G;0;C;2;50;0.132;88.40
710767;7;13G;0;5;2;38;0.065;88.41
710767;14;13G;0;C;2;39;0.070;88.41
710772;1;49SN;0;5;1;27;0.014;88.41
710816;17;10;0;5;2;26;0.015;88.42
710816;18;10;0;5;2;24;0.011;88.42
710831;8;52;1;5;2;95;0.413;39.29
710831;20;52;1;5;1;47;0.068;88.41
710939;1;02;1;5;2;53;0.140;88.40
710939;8;02;0;5;1;71;0.288;39.29
710939;9;02;0;5;1;78;0.360;39.29
710939;10;02;0;5;2;25;0.012;88.42
710939;11;02;0;5;1;60;0.191;88.40
710939;12;02;0;5;2;26;0.014;88.42
710939;17;18C;0;5;1;24;0.012;88.42
710939;20;02;1;5;1;51;0.126;88.40
711053;9;10;1;5;2;35;0.043;88.41
711053;13;10;0;5;1;25;0.011;88.42
711061;2;09;1;5;1;24;0.013;88.42
711061;7;09;1;5;1;25;0.016;88.42
711061;11;09;1;5;1;28;0.025;88.41
711061;16;03;1;5;1;42;0.087;88.41
711078;1;14;0;5;2;25;0.015;88.42
711078;4;14;1;A;;46;0.105;88.41
711078;20;14;1;5;2;24;0.012;88.42
711080;5;69JC;1;5;2;30;0.017;95.54
711119;3;61;1;5;1;27;0.019;88.41
711122;1;05;1;5;2;29;0.021;88.41
711122;2;05;1;5;2;25;0.013;88.42
711122;8;05;1;5;2;29;0.021;88.41
711122;9;05;1;5;2;27;0.017;88.41
711126;4;52;1;5;2;76;0.234;39.29
711139;1;02;1;A;;140;1.365;14.14
711139;3;10;1;5;1;33;0.036;88.41
711191;5;31;0;C;2;24;0.013;88.42
711191;7;31;0;5;2;30;0.023;88.41
711191;9;31;0;5;2;25;0.014;88.42
711225;16;09;0;5;1;24;0.013;88.42
711251;6;31;0;5;2;25;0.014;88.42
711251;7;31;0;5;2;28;0.019;88.41
711260;13;61;1;5;1;47;0.098;88.41
711313;5;49BS;0;A;;26;0.012;88.42
711313;6;49BS;0;A;;25;0.011;88.42
711313;7;49BS;0;A;;25;0.011;88.42
711313;9;31;0;A;;52;0.070;88.40
711313;10;31;0;A;;32;0.026;88.41
711313;12;31;0;5;1;26;0.016;88.42
711313;14;61;1;C;2;189;3.614;14.14
711313;15;61;1;C;2;129;1.451;14.14
711313;16;61;1;C;2;180;3.221;14.14
711366;5;62;1;A;;38;0.054;88.41
711366;8;61;1;A;;34;0.040;88.41
711389;4;21C;0;5;1;30;0.027;88.41
711389;5;21C;0;5;1;42;0.067;88.41
711421;7;18C;0;5;2;36;0.044;88.41
711421;8;18C;1;5;1;34;0.037;88.41
711421;9;18C;0;5;1;27;0.019;88.41
711423;3;52;1;5;1;30;0.030;88.41
711434;5;51;1;A;;115;0.894;39.28
711495;5;02;1;5;2;85;0.440;39.29
711527;14;09;0;C;2;29;0.021;88.41
711531;1;22M;1;5;2;118;0.843;14.14
711531;2;62;1;5;2;46;0.098;88.41
711534;5;12V;1;5;1;40;0.070;88.41
711576;14;49AM;0;5;2;29;0.017;88.41
711712;2;02;1;A;;55;0.164;88.40
711712;10;03;1;5;2;63;0.255;88.39
711714;3;02;0;5;2;34;0.040;88.41
711725;13;02;0;5;1;32;0.032;88.41
711725;16;02;1;5;1;41;0.070;88.41
711750;1;22M;1;C;2;88;0.469;39.33
711824;7;52;1;C;1;29;0.019;88.41
711875;17;17C;0;5;2;43;0.091;88.41
711886;4;52;1;A;;135;1.317;14.67
711886;6;52;1;A;;79;0.347;39.29
711886;7;52;1;A;;105;0.704;39.28
711896;4;33B;1;C;1;220;3.454;14.14
711916;1;19;1;5;1;129;1.494;14.14
711923;5;10;0;5;1;34;0.039;88.41
711937;6;61;1;5;2;59;0.189;88.40
711937;8;09;1;A;;47;0.097;88.41
712049;2;10;2;5;2;27;0.020;88.41
712049;3;10;2;5;2;30;0.028;88.41
712049;11;10;0;5;2;34;0.041;88.41
712049;16;10;0;5;2;32;0.034;88.41
712049;22;10;0;C;2;42;0.073;88.41
712065;2;23SO;1;5;2;71;0.180;39.29
712065;4;23SO;1;5;1;86;0.282;39.29
712065;6;23SO;0;5;1;25;0.013;88.42
712065;7;23SO;0;5;1;27;0.016;88.41
712065;22;23SO;1;5;1;26;0.015;88.42
712065;33;61;1;A;;67;0.280;88.39
712081;22;23PD;0;5;2;28;0.020;144.54
712098;16;61;1;C;2;65;0.259;88.39
712098;19;61;1;C;2;43;0.082;88.41
712106;1;64;1;C;1;127;1.455;14.14
712106;13;64;1;5;1;94;0.677;39.29
712108;1;10;1;5;2;90;0.421;39.29
712108;6;10;1;5;1;30;0.026;88.41
712108;7;10;0;C;1;68;0.229;88.39
712108;8;10;0;5;1;26;0.015;88.42
712108;9;10;0;5;1;33;0.036;88.41
712108;10;10;0;5;1;33;0.036;88.41
712116;2;12V;1;5;1;47;0.106;88.41
712116;20;12V;1;C;1;25;0.016;88.42
712116;21;12V;1;5;1;29;0.027;88.68
712116;23;12V;0;C;1;42;0.079;88.41
712191;1;18C;1;5;2;52;0.117;88.40
712191;2;18C;1;5;2;39;0.054;88.41
712191;3;18C;1;5;2;30;0.026;88.41
712191;5;18C;0;5;2;30;0.026;88.41
712191;6;18C;1;5;1;31;0.028;88.41
712191;7;18C;0;5;2;39;0.054;88.41
712191;8;18C;0;5;2;45;0.080;88.41
712191;9;18C;1;5;2;34;0.037;88.41
712209;1;10;0;5;1;29;0.023;88.41
712209;2;10;0;5;1;24;0.011;88.42
712209;6;10;0;5;1;25;0.013;88.42
712227;3;24;1;5;2;50;0.143;88.40
712299;1;31;0;5;2;26;0.016;88.42
712299;7;31;0;5;2;28;0.019;88.41
712299;28;31;0;5;2;27;0.017;88.41
712314;6;53CO;1;5;2;25;0.015;88.42
712314;22;18C;0;5;2;24;0.012;88.42
712314;26;18C;0;5;2;26;0.016;88.42
712314;28;53CO;1;5;2;30;0.026;88.41
712334;1;31;0;5;1;34;0.030;88.41
712334;2;31;0;A;;28;0.019;88.41
712334;3;31;0;5;1;34;0.030;88.41
712334;4;31;0;5;1;30;0.023;88.41
712334;5;31;0;5;1;35;0.032;88.41
712334;6;31;0;5;1;38;0.038;88.41
712363;3;10;0;5;2;66;0.214;88.39
712363;5;10;0;5;2;126;0.832;14.14
712363;17;10;1;5;2;162;1.341;14.14
712363;18;10;0;5;2;29;0.023;88.41
712423;6;02;1;5;2;155;1.730;14.14
712479;6;02;0;5;1;24;0.011;93.16
712559;7;22M;1;5;2;131;1.053;17.86
712582;1;09;0;5;2;62;0.148;88.40
712582;16;09;0;5;2;77;0.242;39.29
712582;17;09;0;C;2;86;0.310;39.29
712586;13;02;1;5;2;113;0.901;56.75
712616;3;10;0;5;1;52;0.122;88.40
712658;8;17C;1;A;;146;1.740;14.14
712658;19;31;0;5;2;24;0.013;88.42
712666;3;10;0;5;1;165;1.262;14.14
712666;11;10;0;5;2;230;2.222;14.14
712719;1;62;1;5;2;32;0.030;88.41
712740;1;53CO;1;5;2;75;0.306;39.29
712740;2;53CO;1;5;2;129;1.229;14.14
712760;2;14;1;C;2;43;0.087;88.41
712760;5;14;1;5;2;48;0.117;88.41
712760;6;14;1;5;2;31;0.033;88.41
712760;8;14;0;5;2;51;0.136;88.40
712760;10;14;0;5;2;42;0.082;88.41
712760;12;14;1;5;2;51;0.136;88.40
712760;17;14;1;5;1;37;0.057;88.41
712760;19;14;1;5;1;37;0.057;88.41
712760;20;14;1;5;2;67;0.265;88.39
712760;21;14;1;C;2;29;0.026;88.41
712760;25;14;1;5;2;30;0.030;88.41
712760;28;14;1;5;2;35;0.049;88.41
712760;36;14;1;5;1;61;0.212;88.40
712760;37;14;1;5;1;29;0.026;88.41
712760;39;14;0;5;2;29;0.026;88.41
712760;40;14;0;5;1;32;0.037;88.41
712760;41;14;0;5;2;39;0.067;88.41
712760;42;14;1;5;2;26;0.017;88.42
712760;43;14;0;C;2;30;0.030;88.41
712760;48;14;0;5;2;54;0.157;88.40
712760;49;14;0;C;2;40;0.072;88.41
712760;52;14;0;5;1;41;0.077;88.41
712760;53;14;0;5;2;29;0.026;88.41
712830;14;15S;0;C;2;41;0.071;88.41
712830;20;62;1;5;2;50;0.125;88.40
712886;8;14;0;5;1;39;0.067;103.26
712916;11;06;0;5;1;28;0.015;88.41
712980;11;24;0;5;1;27;0.023;88.41
712980;22;12V;0;A;;33;0.040;88.41
713058;4;63;1;5;1;26;0.008;88.42
713058;17;63;1;C;2;32;0.023;88.41
713059;12;03;1;5;1;37;0.060;103.61
713059;13;03;1;5;2;56;0.189;89.99
713068;2;10;0;5;2;24;0.011;88.42
713068;3;10;0;5;2;29;0.023;88.41
713068;4;10;0;5;2;24;0.011;88.42
713068;5;10;1;5;1;38;0.054;88.41
713068;8;10;1;5;2;36;0.046;88.41
713068;15;10;0;5;2;25;0.013;88.42
713076;2;11;0;5;2;33;0.038;88.41
713107;1;03;1;5;1;33;0.041;88.41
713144;5;03;0;5;2;28;0.022;88.41
713144;6;03;0;5;1;30;0.029;88.41
713144;12;02;1;5;1;188;2.739;14.14
713150;5;03;0;5;2;34;0.045;88.62
713150;12;03;1;5;1;37;0.060;88.41
713150;13;03;1;5;2;34;0.045;89.48
713211;13;33N;1;C;2;229;3.311;15.43
713211;14;33N;1;C;2;78;0.354;39.29
713223;4;58;1;C;2;51;0.087;88.40
713223;19;58;1;5;1;29;0.021;88.41
713223;21;58;1;5;2;30;0.023;88.41
713223;22;58;1;5;1;61;0.133;88.40
713293;7;52;1;5;1;124;0.815;14.14
713293;12;61;1;5;2;46;0.092;88.41
713293;14;52;1;5;1;83;0.293;39.29
713293;16;52;1;5;1;149;1.304;14.14
713293;19;52;1;5;2;151;1.350;14.14
713308;2;25C;1;5;2;25;0.015;88.42
713325;2;10;0;5;1;35;0.043;88.41
713325;9;10;0;5;1;30;0.026;88.41
713325;10;10;0;5;2;33;0.036;88.41
713325;11;10;0;5;1;44;0.080;88.41
713325;12;10;0;5;2;34;0.039;88.41
713325;14;10;0;5;2;28;0.020;88.41
713325;15;10;0;5;1;44;0.080;88.41
713325;17;10;0;5;2;33;0.036;88.41
713325;19;10;0;5;2;30;0.026;88.41
713325;21;10;0;5;2;30;0.026;88.41
713341;5;52;1;5;2;56;0.107;88.40
713341;13;52;1;5;2;44;0.057;88.41
713356;3;64;1;5;2;24;0.010;88.42
713387;1;25M;0;5;1;32;0.029;101.53
713387;4;24;1;C;2;83;0.500;44.67
713387;5;31;0;C;1;24;0.013;91.96
713397;14;21O;1;5;2;24;0.013;88.42
713481;17;24;1;C;2;41;0.084;88.41
713502;6;25M;0;5;1;30;0.025;88.41
713502;8;25M;0;5;1;35;0.037;88.41
713502;9;25M;0;5;1;34;0.034;88.41
713502;15;25M;0;C;1;34;0.034;89.33
713502;17;25M;0;5;2;32;0.029;89.21
713502;27;25M;0;C;2;33;0.032;88.41
713502;29;25M;0;C;1;32;0.029;88.41
713514;12;06;0;5;1;27;0.013;88.41
713532;6;12V;1;C;2;72;0.297;39.29
713532;8;12V;1;5;2;49;0.118;88.40
713564;2;02;1;5;1;177;2.294;14.14
713590;3;10;0;5;2;160;1.311;14.14
713590;8;10;0;5;1;95;0.471;39.29
713590;10;10;0;5;1;76;0.293;39.29
713661;5;02;1;5;1;24;0.008;88.42
713661;10;02;1;5;2;34;0.040;98.03
713704;1;10;0;5;2;72;0.234;39.29
713704;5;10;0;5;1;49;0.096;88.40
713704;13;10;0;5;1;57;0.139;88.40
713704;15;10;0;5;2;111;0.562;39.28
713704;16;10;0;5;2;35;0.039;88.41
713704;17;10;0;5;2;27;0.016;88.41
713704;19;10;0;5;2;149;0.956;14.14
713704;20;10;0;5;2;88;0.356;39.29
713704;25;10;0;5;1;24;0.010;88.42
713704;26;10;0;5;2;26;0.014;88.42
713704;27;10;0;5;2;41;0.061;88.41
713715;1;25B;1;A;;342;5.024;14.13
713715;5;17C;0;5;1;77;0.396;39.29
713715;14;17C;0;5;1;52;0.147;88.40
713763;9;05;1;5;1;24;0.007;88.42
713763;17;05;1;5;2;26;0.011;88.42
713793;7;14;1;5;1;131;1.194;14.14
713793;11;10;0;5;2;140;1.020;14.14
713817;2;61;1;C;2;187;3.516;14.14
713850;9;03;1;5;1;26;0.015;88.42
713861;11;18C;1;5;2;57;0.148;88.40
713872;1;25M;0;A;;27;0.019;88.41
713872;24;25M;0;5;1;41;0.054;88.41
713884;12;18C;1;5;2;24;0.012;88.42
713960;2;51;1;5;2;149;1.662;22.60
713992;4;11;1;C;1;39;0.061;88.41
714008;15;31;0;5;1;24;0.013;118.31
714016;11;02;1;5;2;175;2.237;19.49
714054;6;09;0;A;;47;0.076;88.41
714054;19;03;0;C;2;25;0.010;88.42
714082;2;10;0;5;1;46;0.092;88.41
714082;3;10;0;5;1;52;0.124;88.40
714082;4;10;0;5;1;47;0.097;88.41
714082;6;10;0;5;1;31;0.031;88.41
714181;10;12V;1;5;1;90;0.511;39.29
714181;23;12V;1;C;1;49;0.123;88.40
714193;10;25C;0;5;1;29;0.023;88.41
714193;11;25C;0;5;1;25;0.015;88.42
714193;16;10;0;5;1;44;0.084;88.41
714193;19;10;0;5;2;30;0.025;88.41
714195;6;03;1;5;1;176;2.663;14.14
714208;3;25M;0;A;;71;0.189;39.29
714208;15;25M;0;5;1;28;0.021;88.41
714208;16;25M;0;5;1;29;0.023;88.41
714215;16;05;0;5;1;30;0.017;88.41
714215;25;05;0;5;1;25;0.010;88.42
714224;12;03;1;5;1;32;0.037;88.41
714321;13;17C;1;5;1;28;0.024;88.41
714321;15;17C;0;5;1;30;0.031;88.41
714321;16;17C;0;5;1;34;0.048;88.41
714322;7;05;1;5;2;28;0.019;88.41
714322;15;05;1;5;1;35;0.035;88.41
714322;16;05;1;5;2;32;0.028;88.41
714340;16;52;1;5;2;27;0.015;88.41
714366;25;52;1;5;1;36;0.048;88.41
714366;29;52;1;5;2;29;0.028;88.41
714387;6;57A;1;A;;103;0.448;39.28
714387;8;57A;1;C;1;41;0.050;88.41
714387;9;57A;1;C;2;61;0.131;88.40
714410;18;10;0;5;2;25;0.015;88.42
714502;13;53CO;1;5;2;73;0.257;39.29
714562;21;10;0;5;1;24;0.010;88.42
714571;2;18C;0;5;1;77;0.318;70.51
714622;9;20G;0;C;1;25;0.011;88.42
714647;6;11;0;C;2;24;0.012;88.42
714668;14;62;1;5;1;29;0.020;88.41
714668;21;62;1;5;1;132;1.514;14.14
714670;2;10;0;5;2;52;0.111;88.40
714670;15;10;0;5;2;31;0.027;88.41
714670;16;10;0;5;2;34;0.036;88.41
714670;17;10;0;5;2;25;0.012;88.42
714670;18;10;0;5;2;30;0.024;88.41
714670;19;10;0;5;1;31;0.027;88.41
714670;23;10;0;5;1;24;0.010;88.42
714689;17;25M;0;5;1;24;0.014;88.42
714689;33;25M;0;5;1;83;0.265;39.29
714702;11;51;1;5;2;40;0.054;152.44
714748;3;58;1;5;2;149;1.260;14.14
714748;4;58;1;5;2;188;2.035;14.14
714754;25;03;0;C;2;26;0.015;88.42
714810;11;02;0;C;2;37;0.052;88.41
714810;12;02;0;5;2;49;0.114;88.40
714810;14;02;0;5;2;43;0.080;88.41
714894;2;02;1;A;;30;0.025;88.41
714921;1;11;0;5;1;65;0.220;88.39
714921;2;11;0;5;1;47;0.099;88.41
714921;3;11;0;5;1;55;0.147;88.40
714921;8;11;0;5;1;43;0.079;88.41
714921;9;11;0;5;1;25;0.014;88.42
714921;10;11;1;5;1;68;0.246;88.39
714926;3;05;1;A;;117;0.722;39.28
714926;7;02;0;5;2;33;0.036;88.41
714926;8;02;0;5;2;36;0.047;88.41
714959;8;09;1;C;2;77;0.341;39.29
714961;6;51;1;A;;52;0.116;88.40
714973;4;02;1;5;2;51;0.134;88.40
715009;10;10;1;C;2;131;0.976;14.14
715009;15;10;1;5;1;55;0.150;88.40
715022;15;22M;1;C;2;105;0.691;39.28
715022;21;03;1;5;2;31;0.032;88.41
715046;1;02;1;5;2;43;0.080;88.41
715046;3;02;0;5;1;36;0.047;88.41
715046;9;24;1;5;1;39;0.073;88.41
715132;5;49AM;0;A;;34;0.025;88.41
715132;12;49PS;0;5;1;37;0.032;88.41
715144;2;10;1;5;1;33;0.038;88.41
715144;4;10;0;5;2;36;0.048;88.41
715144;5;10;0;5;2;32;0.034;88.41
715144;9;10;0;5;2;32;0.034;88.41
715146;1;03;0;5;2;27;0.019;88.41
715146;2;03;0;5;2;24;0.010;88.42
715147;14;02;1;5;2;99;0.625;39.29
715147;15;11;0;5;2;32;0.035;88.41
715241;8;61;1;C;2;205;4.390;14.14
715241;12;61;1;C;2;255;7.419;14.14
715246;7;12V;1;C;2;40;0.072;88.41
715259;1;09;0;5;1;25;0.010;88.42
715276;10;09;1;5;1;28;0.025;88.41
715282;2;49PS;1;5;2;71;0.191;42.49
715282;7;17C;1;5;2;82;0.453;39.29
715287;8;09;0;5;2;26;0.014;88.42
715287;21;09;0;5;2;29;0.021;88.41
715331;2;52;1;C;2;99;0.608;39.29
715331;5;69JC;1;5;2;25;0.011;88.42
715347;1;10;0;5;2;49;0.106;130.92
715347;4;10;0;5;2;31;0.029;109.95
715347;5;10;0;5;2;37;0.050;121.18
715347;10;10;0;5;2;33;0.036;88.41
715347;12;10;0;5;2;35;0.043;88.41
715347;13;10;0;5;2;30;0.026;88.41
715347;16;10;0;5;1;38;0.054;88.41
715347;17;10;0;5;2;26;0.015;88.42
715347;19;10;0;5;2;51;0.117;88.40
715347;20;10;0;5;2;25;0.013;88.42
715347;21;10;0;5;2;25;0.013;88.47
715347;22;10;0;5;2;26;0.015;103.73
715347;23;10;0;5;2;26;0.015;103.82
715347;24;10;0;5;2;25;0.013;104.01
715347;26;10;0;5;2;35;0.043;107.77
715347;27;10;0;5;2;52;0.122;127.87
715347;29;10;0;5;2;29;0.023;104.79
715347;31;10;0;5;2;48;0.100;118.10
715347;32;10;0;5;2;38;0.054;125.79
715347;33;10;0;5;2;26;0.015;140.15
715405;9;11;0;C;2;29;0.019;88.41
715405;12;03;0;5;2;25;0.012;88.42
715405;13;10;0;5;2;63;0.175;88.39
715405;14;10;0;5;2;60;0.156;88.40
715405;17;03;0;5;1;43;0.081;88.41
715443;12;12V;0;5;1;34;0.044;88.41
715472;10;03;0;5;2;27;0.019;88.41
715472;15;03;0;5;2;27;0.019;88.41
715491;2;10;0;5;2;53;0.128;88.40
715491;3;10;0;5;2;36;0.046;88.41
715491;4;10;0;5;2;94;0.461;39.29
715491;5;10;0;5;2;27;0.018;88.41
715491;6;10;0;5;2;46;0.090;88.41
715491;7;10;0;5;2;34;0.039;88.41
715491;8;10;0;5;2;41;0.067;88.41
715491;9;10;0;5;2;42;0.071;88.41
715491;10;10;0;5;2;37;0.050;88.41
715491;11;10;0;5;2;66;0.214;88.39
715491;12;10;0;5;2;44;0.080;88.41
715491;13;10;0;5;2;26;0.015;88.42
715528;7;33N;0;5;2;138;1.062;14.14
715532;17;03;1;5;2;30;0.022;88.41
715532;23;62;1;5;1;44;0.086;88.41
715532;27;62;1;5;1;35;0.041;88.41
715566;1;49PS;1;5;2;31;0.020;88.41
715566;2;18C;1;5;2;26;0.016;88.42
715566;7;49PS;1;5;2;28;0.015;88.41
715571;4;52;1;C;2;80;0.267;40.29
715571;7;62;1;C;2;46;0.098;88.41
715602;4;64;1;C;1;64;0.246;88.39
715602;6;64;1;5;1;75;0.376;39.29
715605;3;18C;1;C;2;24;0.012;88.42
715609;5;63;1;C;1;57;0.169;88.40
715647;6;15S;1;5;1;147;1.639;14.14
715699;8;18C;1;5;2;43;0.071;88.41
715761;11;02;1;A;;112;0.828;39.28
715816;8;10;1;5;2;143;1.062;14.96
715820;12;02;1;5;1;41;0.073;88.41
715825;3;11;0;5;2;29;0.025;88.41
715825;5;11;0;5;2;24;0.012;88.42
715826;3;74J;1;5;1;52;0.151;88.40
715826;12;62;1;C;2;82;0.505;39.29
715826;19;62;1;C;2;95;0.729;39.29
715826;21;74J;1;5;1;67;0.304;88.39
715826;25;74J;1;5;1;48;0.119;88.41
715893;2;10;1;5;2;35;0.043;88.41
715893;12;03;0;5;1;46;0.103;88.41
715964;2;51;1;A;;80;0.363;39.29
715964;10;25C;0;5;1;25;0.015;88.42
715976;13;52;1;C;2;26;0.014;88.42
715976;18;52;1;C;2;38;0.039;88.41
716035;8;62;1;C;2;98;0.736;39.29
716035;9;62;1;C;2;65;0.258;88.39
716035;14;64;1;C;2;103;0.836;39.28
716074;14;33G;0;5;1;27;0.015;88.41
716082;2;54;1;C;2;48;0.090;88.41
716082;4;54;1;5;2;34;0.035;88.41
716082;12;54;1;5;2;34;0.035;88.41
716082;15;54;1;C;2;52;0.111;88.40
716155;5;10;0;5;2;29;0.023;88.41
716155;17;10;0;5;2;28;0.020;88.41
716182;3;31;0;5;2;32;0.026;88.41
716182;5;31;0;5;2;26;0.016;88.42
716182;6;31;0;5;1;31;0.024;88.41
716200;1;22M;1;A;;80;0.379;39.29
716200;3;13G;1;5;1;136;1.191;14.14
716200;4;22M;1;A;;67;0.252;88.39
716210;1;18C;0;5;1;27;0.019;161.21
716210;2;18C;0;5;1;29;0.023;141.69
716266;9;25M;0;5;1;29;0.023;88.41
716302;4;61;1;C;2;147;1.988;14.14
716302;8;61;1;C;2;118;1.168;14.14
716302;17;61;1;C;2;116;1.120;39.28
716309;9;64;1;5;1;160;2.597;14.14
716309;11;64;1;5;1;129;1.513;14.14
716445;5;13G;0;C;2;42;0.085;88.41
716469;1;02;1;5;2;27;0.016;88.41
716469;5;02;0;5;2;24;0.008;88.42
716580;2;15S;0;5;2;26;0.018;88.42
716611;11;41;1;5;2;55;0.127;88.40
716611;12;41;1;5;2;44;0.073;88.41
716722;3;57A;1;5;2;120;0.639;14.14
716722;4;57A;1;5;2;85;0.286;39.29
716780;1;49SN;1;5;1;26;0.012;88.42
716788;19;52;1;C;2;88;0.454;39.29
716830;9;52;1;5;2;33;0.039;94.58
716830;14;52;1;5;2;73;0.285;44.28
716830;16;52;1;5;2;40;0.063;88.41
716830;18;52;1;C;2;34;0.042;88.41
716830;22;52;1;5;2;47;0.095;88.41
716860;3;52;1;5;2;100;0.471;39.29
716870;6;05;0;5;2;45;0.079;88.41
716870;24;05;0;5;1;36;0.043;92.95
716899;9;49EA;0;5;1;27;0.014;88.41
716965;4;10;1;5;2;242;2.674;18.35
716965;11;10;1;5;2;203;2.002;16.38
716965;15;10;1;5;2;229;2.448;14.78
716992;5;52;1;C;1;77;0.242;39.29
716992;14;52;1;C;1;66;0.163;88.39
717013;7;03;0;5;1;37;0.060;88.41
717013;8;03;0;5;2;26;0.015;88.42
717013;9;03;0;5;2;37;0.060;88.41
717013;16;03;1;C;2;32;0.037;88.41
717013;18;03;0;C;2;25;0.013;88.42
717013;24;03;1;C;1;30;0.029;88.41
717020;4;73;1;5;1;84;0.447;42.96
717020;6;73;1;5;1;42;0.069;88.41
717034;5;51;1;A;;74;0.263;39.29
717071;1;02;1;5;2;52;0.120;88.40
717072;17;62;1;5;2;33;0.037;88.41
